idstd,id,a4a,a6a,a2,a1c,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c43,c44,c12,c13,c14,c33,c45,c152,c162,c172,c22b,c36,c37,c39,c42,d1a1a,d1a3,d2,d2x,n3,n3x,f1,d3a,d3b,d3c,d31x,d42,d43a,d43b,d4a,d4b,d342,d352,d8,d12a,d12b,d13,d38x,d44,d45a,d45b,d14a,d14b,d412,o1,o2,o3a2,o3b2,j31,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e312,e32,e33,e6,e11,h1,h2,h32x,h5,h62x,h8,h9,d1a6a,d1a6b,d1a6c,d1a6cx,g5a,g5b,g5bx,g2,g3,g4,g34,ge3,ge3a,ge7,ge8d,k3a,k3i,k3j,k3bc,k3e,k3f,k3dgh,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5j,k5j1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5dgh,k5dgh1,k6,k82b,k82a,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15d,k162a,k162b,k17,k20a1,k32,k21,k33,k342,k342x,k35,k36,k38,k392,k392x,k40,j2,j3,j4,j5,j32,j33,j35,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,k30,g30a,j30c,j30f,h30,i30,d30b,c30a,l30b,l30a,j30e,e30,j30b,j30a,d30a,k30_finance_pos,g30_land_pos,j30_permit_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,d30_trade_pos,c30_electricity_pos,l30_workforce_pos,l30_labor_pos,j30_instability_pos,e30_informal_pos,j30_taxadmin_pos,j30_taxrate_pos,d30_transport_pos,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,l1,l2,l9b,l9b1,l3a,l3b,l5a,l5b,l5,l4a1,l4a2,l4b,l10,l11a1,l11a,l11b1,l11b,l12a1,l12a,l34,l35,l36,l1a,l6,l6a,l8,l37,l38a,l38b,l40,l41,l30d,l30c,c32,c32b,c34,c34b,c34bx,c34c,n2a,n2a2,n2e,n2i,n7a,n11,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a1d,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
1629085,66,2,1,1,1,1,1,10,2,1,1,10,8,2025,8,46,2025,3,21,95,1,,,,,,3,,1,100,0,0,0,1,100.0,2006,4,2010,20,1,2,,2,,,,1,25.0,1.0,59.0,,450000.0,1,60.0,2,,2,,,,-7,1,20.0,4.0,2,2,,-7,-9,1,100,2500000.0,Two million five hundred thousand,3200000.0,Three million two hundred thousand,75.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,4,3,,,,,,,,,,,,2,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,1,2,,-9.0,-9.0,2,5,3.0,,2.0,-5.0,5,3.0,,-5.0,1,1,3.0,2.0,2.0,,-9,1,1,-9,,,2,,2,,0.0,,2,,,2,,,0,1,0,1,1,1,0,3,0,0,1,2,0,2,0,7,10,15,4,1,13,12,8,11,14,9,5,3,6,2,8,7,10,15,4,1,13,12,8,11,14,9,5,3,6,2,8,5,60.0,,6.0,2.0,0.0,0.0,,3,2,1,2,,,,,,,2,,,10,0,,,2,,,1,2.0,0,0,800,10000.0,-9,,,10000,650000,50000.0,1200000.0,,6000000.0,5,10,8,2025,9,41,1,1,1,,,1,1,1,1,2,1079,1,1,2,1,1.9020882,2.8094375,4.732753,3
1629086,89,4,1,1,1,3,3,75,2,1,2,9,8,2025,10,35,2025,3,21,95,2,,,,,,3,,2,100,0,0,0,2,,2017,5,2017,10,2,2,,2,,,,2,,,,,,2,,1,70.0,2,,,,-6,2,,,2,2,,2,3,4,96,9000000.0,nine million,10000000.0,ten million,,100,0,0,,,,,,,,,,70,30,2.0,,,,,,,,2,,1,2,3,3.0,2.0,,2.0,,,,1.0,1.0,1.0,3.0,1,-4.0,3.0,1,2,2,2,2,,,2,,1,50000.0,,,,,,,,2,,,4,2,,1,1,99,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,2,1,2,-9.0,-9.0,-8.0,2.0,,,,,,,2,2,2,1.0,,,2,-9,,,,,0,,,,0,1,2.0,2.0,2.0,,48,2,1,2,,3.0,1,2.0,1,-9.0,0.0,,2,,,1,3.0,2.0,1,2,1,0,1,1,0,0,1,1,0,2,1,2,1,7,9,1,4,5,12,11,8,13,10,14,15,3,2,6,14,7,9,1,4,5,12,11,8,13,10,14,15,3,2,6,6,5,80.0,,,,,,0.0,2,3,1,2,,,,,,,1,0.0,0.0,60,10,0.0,3.0,2,,,1,2.0,2,0,1200,6000.0,0,,,0,280000,-9.0,,,,-8,9,8,2025,12,3,2,2,1,,,1,1,2,2,2,4290,1,1,4,1,1.602397,3.1384618,6.0810184,6
1629087,91,2,1,4,1,3,3,150,2,1,2,16,10,2025,9,59,2025,3,21,95,1,,,,,,4,,1,100,0,0,0,2,,2005,6,2005,25,2,2,,2,,,,1,20.0,1.0,30.0,,150000.0,1,50.0,1,40.0,2,,,,-7,1,5.0,3.0,1,2,,-7,4,4,80,58000000.0,Fifty Eight millions,57000000.0,Fifty seven millions,,100,0,0,,,,,,,,,,70,30,2.0,,,,,,,,2,,3,3,2,2.0,1.0,1.0,2.0,,,,1.0,2.0,1.0,1.0,2,-4.0,3.0,1,2,2,1,1,2.0,We have introduced a new steel cable into beams of concrete pillars.,2,,1,-9.0,,,,,,,,1,-5.0,2.0,3,1,-9.0,2,1,0,80,0,20,0,0,0,1,2000000.0,0.0,0.0,,80.0,,0.0,,20.0,,0.0,,0.0,,0.0,,1,1,2,2.0,2025.0,2000000.0,1.0,2.0,2.0,2.0,1.0,2.0,52000000.0,1,1,1,,1.0,10.0,2,0,,,,,0,,,,4,1,5.0,2.0,2.0,,80,3,3,-6,,,1,1.0,1,30.0,0.0,,2,,,1,30.0,2.0,2,4,3,2,-7,2,2,4,2,2,3,4,3,3,2,13,14,5,9,12,8,15,3,4,11,10,2,7,6,1,12,13,14,5,9,12,8,15,3,4,11,10,2,7,6,1,20,15,6.0,,,,,,0.0,5,10,5,2,,,,,,,1,4.0,0.0,0,20,0.0,3.0,2,,,2,,2,2,500,1800.0,0,,,0,4000000,20000.0,,,,6,16,10,2025,11,10,2,3,1,,,1,1,2,2,2,4210,4,1,2,1,1.0,1.0,1.4299172,50
1629088,94,2,1,2,1,1,2,25,2,1,1,7,8,2025,11,44,2024,3,21,95,2,,,,,,3,,1,100,0,0,0,2,,2018,50,2023,35,2,1,ISO9000 Certificate,2,,,,2,,,,,,1,15.0,2,,2,,,,1,2,,,1,1,3.0,1,1,1,100,60000000.0,Sixty Million,100000000.0,One Hundred Million,20.0,100,0,0,,,,,,,,,,50,50,1.0,Austria,2.0,,,12.0,5.0,40.0,2,,3,3,3,2.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2,4.0,3.0,1,2,2,2,1,1.0,Producing plastic shoes to customer orders to gain trust,1,Producing plastic shoes for the company's economic growth,1,250000.0,,,,,,,,2,,,4,2,,2,1,20,80,0,0,0,0,0,1,12000000.0,200000.0,,-9.0,,-9.0,,10.0,,20.0,,40.0,,10.0,,10.0,2,2,1,3.0,2021.0,2800000.0,2.0,,,,,,,2,2,2,1.0,,,2,0,,,,,-9,,,,10,1,5.0,2.0,2.0,,60,3,3,2,,1.0,2,,2,,0.0,,2,,,1,7.0,2.0,0,1,0,0,0,0,1,0,2,0,0,3,0,3,0,5,3,10,14,12,11,1,8,13,15,4,6,7,2,9,12,5,3,10,14,12,11,1,8,13,15,4,6,7,2,9,20,25,50.0,,20.0,0.0,0.0,0.0,,4,6,10,2,,,,,,,1,4.0,4.0,20,15,0.0,3.0,2,,,2,,0,0,120,4000.0,450,1.0,,4000,2000000,0.0,40000000.0,,14000000.0,18,7,8,2025,13,37,1,2,1,,,1,1,2,2,2,1520,2,1,2,1,2.7423851,3.2991145,5.109369,19
1629089,95,2,2,2,1,1,4,17,2,1,1,19,10,2025,11,56,2024,3,21,95,2,,,,,,3,,1,100,0,0,0,2,,1987,6,1990,38,2,2,,2,,,,2,,,,,,1,20.0,2,,2,,,,-6,2,,,2,2,,-7,4,1,100,2000000.0,TWO MILLION,3000000.0,THREE MILLION,100.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,4,4,,,,,,,,,,,,1,-4.0,3.0,1,-7,2,1,2,,,2,,2,,,,,,,,,1,10.0,2.0,4,2,,1,1,100,0,0,0,0,0,0,1,60000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2,2,2,,,,,,,,,,,1,2,2,3.0,,,1,-9,,,,,-9,,,,0,1,4.0,2.0,2.0,,48,3,3,-6,,,2,,2,,0.0,,2,,,1,30.0,2.0,1,0,0,1,0,0,0,3,2,0,1,2,2,1,0,7,2,4,11,5,12,6,14,15,13,1,8,10,9,3,8,7,2,4,11,5,12,6,14,15,13,1,8,10,9,3,22,22,5.0,,17.0,5.0,0.0,0.0,,6,7,4,1,17.0,,5.0,,,0.0,2,,,0,0,,,2,,,1,2.0,0,0,1240,15500.0,0,,,0,1000000,400000.0,800000.0,,500000.0,2,19,10,2025,13,2,1,2,1,,,1,1,2,2,2,1071,2,2,2,1,1.0,1.0,1.3433032,25
1629090,97,2,2,1,1,1,2,200,1,1,1,15,10,2025,11,22,2025,3,21,95,2,7.0,1.0,2.0,1.0,,3,,1,100,0,0,0,2,,2009,10,2009,20,2,1,Improvement on the  product quality management department.,1,180.0,2.0,30000.0,2,,,,,,1,50.0,2,,2,,,,-7,2,,,2,1,7.0,2,4,1,100,115000000.0,One Hundred Fifteen Million,100000000.0,One Hundred Million,100.0,100,0,0,,,,,,,,,,0,100,2.0,,,,,,,,2,,3,3,3,-7.0,2.0,,1.0,2.0,2.0,2.0,2.0,,1.0,3.0,2,3.0,2.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,0,,,,,0,,,,10,1,4.0,2.0,2.0,,240,2,3,-6,,,2,,2,,0.0,,2,,,2,,,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,10,1,11,15,5,14,13,9,12,3,8,4,6,2,7,9,10,1,11,15,5,14,13,9,12,3,8,4,6,2,7,200,150,50.0,,50.0,150.0,0.0,0.0,,50,0,0,2,,,,,,,2,,,0,0,,,2,,,1,2.0,0,0,10000,70000.0,0,,,0,28800000,420000.0,80000000.0,,660000000.0,4,15,10,2025,12,25,1,1,1,,,1,1,2,2,2,2220,1,2,2,1,1.0,1.0,1.0,8
1629091,98,4,2,3,1,1,1,25,2,1,1,21,10,2025,14,1,2024,3,21,95,2,,,,,,4,,2,100,0,0,0,2,,2002,15,2002,5,2,2,,1,-5.0,2.0,35000.0,2,,,,,,1,80.0,1,20.0,2,,,,1,2,,,2,2,,-7,1,1,40,2500000.0,Two million and five hundred thousand,1500000.0,One million and five hundred thousand,60.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,4,4,2.0,2.0,,2.0,,,,2.0,,1.0,1.0,1,-4.0,2.0,1,2,2,1,2,,,2,,2,,,,,,,,,2,,,4,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,2,0,,,,,0,,,,50,1,1.0,-9.0,2.0,,160,1,1,-6,,,2,,2,,0.0,,2,,,2,,,3,3,1,2,2,1,2,1,4,1,0,1,1,2,1,10,7,3,9,8,11,12,2,14,15,6,13,1,4,5,8,10,7,3,9,8,11,12,2,14,15,6,13,1,4,5,10,5,8.0,,7.0,3.0,0.0,0.0,,6,1,0,2,,,,,,,2,,,0,0,,,2,,,2,,1,1,-7,,-9,,,0,850000,85000.0,200000.0,,100000000.0,2,21,10,2025,14,30,1,2,1,,,1,1,1,1,2,2651,3,2,4,1,1.0,1.0,1.0,42
1629092,110,4,1,2,1,3,2,100,1,1,1,4,8,2025,10,28,2025,3,21,95,2,4.0,1.0,2.0,1.0,,4,,1,100,0,0,0,2,,2010,30,2010,20,2,2,,2,,,,2,,,,,,1,10.0,2,,2,,,,2,2,,,1,1,2.0,2,4,3,90,20000000.0,Twenty Million,25000000.0,Twenty Five Million,,100,0,0,,,,,,,,,,20,80,1.0,Uzbekistan,1.0,3.0,7.0,12.0,8.0,30.0,1,2.0,3,4,3,2.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2,-4.0,3.0,1,-7,2,2,2,,,2,,2,,,,,,,,,2,,,4,2,,2,1,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,1,2,3.0,2025.0,0.0,2.0,,,,,,,2,2,1,,3.0,,2,50,3.0,,0.0,-5.0,70,3.0,,-5.0,5,1,3.0,2.0,2.0,,-9,1,1,-6,,,1,3.0,1,-6.0,0.0,,2,,,2,,,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,3,5,8,12,6,13,11,10,15,9,7,1,14,4,2,1,3,5,8,12,6,13,11,10,15,9,7,1,14,4,2,100,70,100.0,,,,,,0.0,40,40,20,2,,,,,,,2,,,70,100,0.0,12.0,2,,,2,,1,0,10000,200000.0,1500,3.0,,1500,240000,0.0,,,,30,4,8,2025,12,7,2,2,2,2.0,0.0,1,1,2,2,2,4690,2,1,4,1,5.8805346,9.380887,16.710087,23
1629093,112,4,1,1,1,3,1,5,2,1,2,7,8,2025,9,45,2025,3,21,95,2,,,,,,3,,1,100,0,0,0,2,,2005,6,2005,30,2,2,,2,,,,1,20.0,4.0,1.0,,100000.0,1,30.0,2,,2,,,,-7,2,,,2,2,,-7,2,4,100,1600000.0,One million six hundred thousand,5900000.0,Five million nine hundred thousand,,100,0,0,,,,,,,,,,100,0,,,,,,,,,1,2.0,-9,-9,1,,,,,,,,,,,,1,-4.0,3.0,2,2,2,2,2,,,2,,2,,,,,,,,,2,,,4,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,1,2,2,1.0,,,2,70,3.0,,0.0,-5.0,30,3.0,,-6.0,10,1,2.0,2.0,2.0,,36,2,1,2,,3.0,1,1.0,1,90.0,-9.0,,2,,,1,15.0,2.0,3,0,0,3,3,0,1,3,1,1,3,2,1,1,0,2,8,4,1,13,5,14,11,6,9,12,10,7,15,3,10,2,8,4,1,13,5,14,11,6,9,12,10,7,15,3,6,8,100.0,,,,,,0.0,4,1,1,2,,,,,,,1,0.0,4.0,0,0,,,2,,,2,,0,2,450,4500.0,0,,,0,1500000,0.0,,,,2,7,8,2025,10,50,2,1,1,,,1,1,1,1,2,4100,1,1,4,1,3.4267986,6.7117434,13.004535,6
1629094,127,3,2,1,1,3,1,300,1,1,1,2,9,2025,11,2,2025,3,21,95,2,3.0,2.0,,,1.0,3,,2,100,0,0,0,2,,1992,350,2005,18,2,2,,2,,,,1,60.0,0.0,50.0,,450000.0,1,75.0,1,10.0,2,,,,1,1,5.0,1.0,1,2,,2,4,3,100,10000000000.0,Ten billion,9000000000.0,Nine billion,,100,0,0,,,,,,,,,,10,90,1.0,Kazakhstan,1.0,2.0,0.0,2.0,0.0,10.0,2,,3,2,2,3.0,2.0,,2.0,,,,1.0,1.0,1.0,1.0,2,5.0,3.0,1,1,1,2,2,,,1,"Modern management, financial and logistics systems have been developed to facilitate the customers and the company, and they can easily buy and sell less goods in time.",2,,,,,,,,,1,30.0,2.0,3,2,,2,1,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,5,1.0,,2.0,2.0,10,3.0,,2.0,1,1,2.0,2.0,2.0,,38,2,2,-6,,,2,,2,,0.0,,2,,,2,,,1,1,0,0,1,1,0,4,0,0,1,0,0,0,0,15,7,6,14,11,4,13,1,5,2,12,3,9,8,10,8,15,7,6,14,11,4,13,1,5,2,12,3,9,8,10,580,500,75.0,,,,,,25.0,150,186,244,1,,,,,8.0,,2,,,20,0,,,2,,,1,2.0,0,0,2763,86933.0,63,1.0,,4256,136080000,6903000.0,,,,20,2,9,2025,12,52,1,1,1,,,1,1,1,1,2,4690,1,2,3,1,1.0,1.0,1.0,10
1629095,133,3,1,3,1,1,3,10,2,1,1,20,8,2025,9,19,2024,3,21,95,3,,,,,,3,,1,100,0,0,0,2,,2014,10,2014,40,2,2,,2,,,,1,20.0,1.0,59.0,20.0,,2,,2,,2,,,,2,2,,,2,2,,1,2,1,100,80000000.0,eighty million,90000000.0,ninety million,60.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,1,1,2,,,,,,,,,,,,1,-4.0,2.0,2,2,2,2,2,,,2,,2,,,,,,,,,2,,,1,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,2,40,3.0,,0.0,-5.0,40,3.0,,-5.0,0,1,2.0,2.0,2.0,,72,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,0,0,1,0,0,0,0,3,0,1,1,1,0,0,1,5,7,1,15,3,14,13,4,12,11,2,9,10,6,8,8,5,7,1,15,3,14,13,4,12,11,2,9,10,6,8,10,10,10.0,,8.0,2.0,0.0,0.0,,4,4,0,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,24720,166860.0,0,,,0,10000000,1000000.0,8000000.0,,10000000.0,10,20,8,2025,10,25,1,1,1,,,1,1,2,2,2,2396,3,1,3,1,1.62624,2.318501,4.283117,34
1629096,139,4,1,1,1,3,1,40,1,1,1,11,8,2025,10,53,2025,3,21,95,2,4.0,1.0,2.0,1.0,,3,,1,100,0,0,0,2,,2005,50,2005,30,2,2,,2,,,,2,,,,,,2,,1,90.0,2,,,,-7,2,,,2,2,,2,4,4,100,300000000.0,Three hundred million,-7.0,,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,2,2.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2,-4.0,3.0,1,2,2,2,2,,,2,,1,600000.0,,,,,,,,2,,,3,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,1,2,1.0,2024.0,26000000.0,2.0,,,,,,,2,2,1,,1.0,,2,80,3.0,,0.0,-5.0,50,3.0,,-5.0,5,1,1.0,2.0,2.0,,106,1,1,2,,3.0,1,3.0,1,30.0,0.0,,2,,,2,,,2,2,0,0,1,0,0,3,0,0,0,0,0,1,0,1,11,9,8,2,3,15,10,12,7,14,13,4,6,5,8,1,11,9,8,2,3,15,10,12,7,14,13,4,6,5,25,-7,100.0,,,,,,0.0,10,5,10,1,,,,,,0.0,1,0.0,0.0,0,0,,,2,,,1,2.0,0,0,1250,15000.0,0,,,0,9000000,880000.0,,,,20,11,8,2025,12,10,1,1,1,,,1,1,1,1,2,4100,1,1,4,1,3.9547935,7.745877,15.00825,6
1629097,146,3,1,3,1,3,3,9,1,1,2,10,8,2025,8,50,2025,3,21,95,3,3.0,1.0,1.0,1.0,,3,,1,100,0,0,0,2,,2000,3,2012,2,2,2,,2,,,,1,35.0,2.0,30.0,,12000.0,2,,1,40.0,2,,,,1,2,,,2,2,,2,3,3,60,3200000.0,Three million and two hundred thousand,2400000.0,Two million and four hundred thousand,,100,0,0,,,,,,,,,,55,45,1.0,Iran (Islamic Republic of),1.0,3.0,5.0,4.0,6.0,14.0,2,,3,3,4,,,,,,,,,,,,1,-4.0,3.0,1,1,2,1,1,1.0,"Every year, we introduce new types and designs of electrical appliances to the market. Over the past two years, however, our LED ceiling lights have gained significant popularity and have become a customer favorite.",2,,1,20000.0,,,,,,,,2,,,3,2,,2,2,100,0,0,0,0,0,0,1,1600000.0,500000.0,50.0,,25.0,,0.0,,0.0,,0.0,,25.0,,0.0,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,1,0,,,,,0,,,,20,1,1.0,2.0,2.0,,41,3,3,2,,3.0,2,,1,16.0,0.0,,2,,,2,,,2,1,2,2,2,1,2,3,2,3,1,2,2,3,2,9,1,4,5,13,14,11,7,12,2,15,6,8,10,3,14,9,1,4,5,13,14,11,7,12,2,15,6,8,10,3,9,7,80.0,,,,,,0.0,3,5,1,2,,,,,,,2,,,9,0,,,2,,,2,,2,2,640,4500.0,30,1.0,,0,160000,30000.0,,,,12,10,8,2025,10,17,1,2,1,,,1,1,2,2,2,4652,3,1,3,1,3.1017628,4.422127,8.169282,34
1629098,166,2,1,1,1,1,1,25,2,1,1,9,8,2025,9,26,2025,3,21,95,1,,,,,,4,,1,100,0,0,0,2,,1999,10,1999,28,2,2,,1,10.0,2.0,50000.0,2,,,,,,1,50.0,2,,2,,,,-7,2,,,2,2,,-7,4,1,100,20000000.0,Twenty million,15000000.0,Fifteen million,50.0,100,0,0,,,,,,,,,,40,60,1.0,China,1.0,6.0,0.0,3.0,0.0,20.0,2,,4,4,4,2.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,2,12.0,3.0,1,2,2,1,2,,,2,,1,120000.0,,,,,,,,2,,,4,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,2,10,3.0,,0.0,-5.0,10,3.0,,-5.0,5,2,,,,,105,2,1,2,,3.0,2,,2,,0.0,,2,,,2,,,1,3,2,1,1,1,2,4,0,1,2,2,2,1,1,13,5,3,11,9,7,14,6,1,12,8,2,15,10,4,8,13,5,3,11,9,7,14,6,1,12,8,2,15,10,4,30,25,50.0,,20.0,10.0,0.0,0.0,,3,7,10,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,17320,116910.0,0,,,-9,4800000,42000.0,8000000.0,,50000000.0,20,9,8,2025,10,46,1,1,1,,,1,1,1,1,2,1079,1,1,2,1,2.1951585,3.2423108,5.4619665,3
1629099,172,3,2,4,1,3,1,8,1,1,1,14,8,2025,8,19,2025,3,21,95,1,3.0,1.0,2.0,1.0,,4,,1,100,0,0,0,2,,2004,5,2004,21,2,2,,2,,,,1,61.0,0.0,45.0,5.0,,2,,1,65.0,2,,,,2,2,,,1,2,,1,4,3,100,45000000.0,Forty five million,36000000.0,Thirty six million,,100,0,0,,,,,,,,,,0,100,1.0,Pakistan,2.0,,,1.0,0.0,10.0,2,,3,3,2,,,,,,,,,,,,2,186.0,3.0,1,2,1,1,1,2.0,New and rare medicines have been imported into the Afghanistan market.,2,,2,,,,,,,,,2,,,2,2,,2,1,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,80,1.0,,1.0,3.0,15,1.0,,-5.0,0,1,1.0,2.0,2.0,,186,1,2,-6,,,2,,1,25.0,0.0,,2,,,2,,,1,1,0,1,1,0,1,2,0,0,2,1,0,2,0,6,13,9,15,8,11,3,2,10,12,14,7,1,4,5,11,6,13,9,15,8,11,3,2,10,12,14,7,1,4,5,25,20,80.0,,,,,,2.0,8,15,2,1,,,,,2.0,,1,4.0,4.0,0,0,,,2,,,2,,0,0,180,2500.0,30,1.0,,1500,3800000,46000.0,,,,4,14,8,2025,9,42,1,1,1,,,1,1,1,1,2,4690,4,4,3,1,1.3310745,1.1600405,7.6203885,62
1629100,176,3,2,2,1,1,3,200,2,1,1,14,10,2025,10,21,2025,3,21,95,2,,,,,,3,,1,100,0,0,0,2,,2004,10,2004,20,2,1,ISO9000,2,,,,2,,,,,,1,40.0,2,,2,,,,-7,2,,,2,2,,2,4,1,30,230000000.0,Two hundred thirty million,120000000.0,One hundred twenty million,70.0,100,0,0,,,,,,,,,,5,95,1.0,Turkmenistan,1.0,6.0,0.0,6.0,0.0,8.0,2,,3,3,3,3.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,,1.0,3.0,2,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,1,100,0,0,0,0,0,0,1,91000000.0,56000000.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2,2,1,2.0,2024.0,57000000.0,1.0,1.0,2.0,2.0,2.0,2.0,171000000.0,2,1,2,,1.0,60.0,2,0,,,,,0,,,,10,1,1.0,2.0,2.0,,200,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,1,0,0,0,0,1,1,4,1,0,0,0,0,0,1,12,10,15,7,9,11,14,3,1,13,5,8,4,6,2,8,12,10,15,7,9,11,14,3,1,13,5,8,4,6,2,120,90,20.0,,100.0,20.0,0.0,0.0,,10,30,60,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,384615,2500000.0,0,,,0,14000000,150000.0,140000000.0,,700000000.0,4,14,10,2025,11,24,1,4,1,,,1,1,2,2,2,2220,2,5,3,1,1.0,1.0,1.2874908,28
1629101,180,2,3,3,1,1,3,80,2,1,1,16,8,2025,10,4,2024,3,21,95,2,,,,,,5,,1,100,0,0,0,2,,2021,80,2021,30,2,1,ISO 9000 Fssc 22000,2,,,,1,10.0,4.0,5.0,5.0,,1,30.0,2,,2,,,,1,2,,,1,1,1.0,2,4,1,100,300000000.0,Three hundred million,240000000.0,Two hundred forty million,50.0,100,0,0,,,,,,,,,,30,70,1.0,Aruba,1.0,5.0,8.0,5.0,8.0,30.0,2,,4,4,3,3.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2,-4.0,3.0,1,2,2,2,1,1.0,"In the biscuit producing section, a new type of biscuit with new packaging has been introduced to the market.",2,,1,2000000.0,,,,,,,,2,,,4,2,,1,1,90,0,0,0,0,0,10,1,2000000.0,5000000.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,0,,,,,0,,,,4,1,1.0,2.0,1.0,10.0,12,1,1,1,1.0,,2,,2,,0.0,,2,,,2,,,2,3,0,0,1,2,2,4,2,0,3,0,1,1,2,2,11,1,8,4,14,3,6,12,13,15,7,9,5,10,8,2,11,1,8,4,14,3,6,12,13,15,7,9,5,10,100,80,50.0,,65.0,35.0,20.0,0.0,,0,25,40,1,65.0,,35.0,,14.0,,1,0.0,2.0,0,0,,,2,,,2,,0,0,50000,1000000.0,0,,,10000,12000000,4000000.0,230000000.0,,350000000.0,2,16,8,2025,12,3,1,1,1,,,1,1,2,2,2,1079,3,3,2,1,1.0,1.0,1.0089858,44
